filepath,filename,class_name,label_id,split,raw_source_id,G09_Date_Magnification,G14_RAWSource
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Adenovirus/10_1.tif,10_1.tif,Adenovirus,0,train,train/Adenovirus/A4-080201_7.tif,2009-10-19 14:30:14 | 73000,train/Adenovirus/A4-080201_7.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_22.tif,62_22.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_3.tif,62_3.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_4.tif,62_4.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_5.tif,62_5.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_6.tif,62_6.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_7.tif,62_7.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_8.tif,62_8.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/62_9.tif,62_9.tif,Rift Valley,12,train,train/Rift Valley/6193.tif,2010-06-10 09:40:15 | 150000,train/Rift Valley/6193.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/63_1.tif,63_1.tif,Rift Valley,12,train,train/Rift Valley/6194.tif,2010-06-10 09:39:59 | 150000,train/Rift Valley/6194.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/63_2.tif,63_2.tif,Rift Valley,12,train,train/Rift Valley/6194.tif,2010-06-10 09:39:59 | 150000,train/Rift Valley/6194.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/63_3.tif,63_3.tif,Rift Valley,12,train,train/Rift Valley/6194.tif,2010-06-10 09:39:59 | 150000,train/Rift Valley/6194.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/63_4.tif,63_4.tif,Rift Valley,12,train,train/Rift Valley/6194.tif,2010-06-10 09:39:59 | 150000,train/Rift Valley/6194.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/63_5.tif,63_5.tif,Rift Valley,12,train,train/Rift Valley/6194.tif,2010-06-10 09:39:59 | 150000,train/Rift Valley/6194.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_1.tif,64_1.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_10.tif,64_10.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_11.tif,64_11.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_12.tif,64_12.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_13.tif,64_13.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_14.tif,64_14.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_15.tif,64_15.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_16.tif,64_16.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_17.tif,64_17.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_18.tif,64_18.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_19.tif,64_19.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_2.tif,64_2.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_20.tif,64_20.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_21.tif,64_21.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_22.tif,64_22.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_23.tif,64_23.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_24.tif,64_24.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_25.tif,64_25.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_26.tif,64_26.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_27.tif,64_27.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_28.tif,64_28.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_3.tif,64_3.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_4.tif,64_4.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_5.tif,64_5.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_6.tif,64_6.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_7.tif,64_7.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_8.tif,64_8.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/64_9.tif,64_9.tif,Rift Valley,12,train,train/Rift Valley/6196.tif,2010-06-10 09:40:05 | 105000,train/Rift Valley/6196.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/65_1.tif,65_1.tif,Rift Valley,12,train,train/Rift Valley/6198.tif,2010-06-10 09:40:01 | 150000,train/Rift Valley/6198.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/65_2.tif,65_2.tif,Rift Valley,12,train,train/Rift Valley/6198.tif,2010-06-10 09:40:01 | 150000,train/Rift Valley/6198.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/65_3.tif,65_3.tif,Rift Valley,12,train,train/Rift Valley/6198.tif,2010-06-10 09:40:01 | 150000,train/Rift Valley/6198.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/65_4.tif,65_4.tif,Rift Valley,12,train,train/Rift Valley/6198.tif,2010-06-10 09:40:01 | 150000,train/Rift Valley/6198.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/66_1.tif,66_1.tif,Rift Valley,12,train,train/Rift Valley/6206.tif,2010-06-10 09:40:02 | 150000,train/Rift Valley/6206.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/66_2.tif,66_2.tif,Rift Valley,12,train,train/Rift Valley/6206.tif,2010-06-10 09:40:02 | 150000,train/Rift Valley/6206.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/66_3.tif,66_3.tif,Rift Valley,12,train,train/Rift Valley/6206.tif,2010-06-10 09:40:02 | 150000,train/Rift Valley/6206.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/66_4.tif,66_4.tif,Rift Valley,12,train,train/Rift Valley/6206.tif,2010-06-10 09:40:02 | 150000,train/Rift Valley/6206.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/66_5.tif,66_5.tif,Rift Valley,12,train,train/Rift Valley/6206.tif,2010-06-10 09:40:02 | 150000,train/Rift Valley/6206.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_1.tif,67_1.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_10.tif,67_10.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_11.tif,67_11.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_12.tif,67_12.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_13.tif,67_13.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_14.tif,67_14.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_15.tif,67_15.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_16.tif,67_16.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_2.tif,67_2.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_3.tif,67_3.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_4.tif,67_4.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_5.tif,67_5.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_6.tif,67_6.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_7.tif,67_7.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_8.tif,67_8.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/67_9.tif,67_9.tif,Rift Valley,12,train,train/Rift Valley/6208.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6208.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_1.tif,68_1.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_10.tif,68_10.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_11.tif,68_11.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_12.tif,68_12.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_13.tif,68_13.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_14.tif,68_14.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_15.tif,68_15.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_16.tif,68_16.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_17.tif,68_17.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_18.tif,68_18.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_19.tif,68_19.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_2.tif,68_2.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_20.tif,68_20.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_3.tif,68_3.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_4.tif,68_4.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_5.tif,68_5.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_6.tif,68_6.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_7.tif,68_7.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_8.tif,68_8.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/68_9.tif,68_9.tif,Rift Valley,12,train,train/Rift Valley/6210.tif,2010-06-10 09:40:17 | 105000,train/Rift Valley/6210.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_1.tif,69_1.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_10.tif,69_10.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_11.tif,69_11.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_12.tif,69_12.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_13.tif,69_13.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_2.tif,69_2.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_3.tif,69_3.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_4.tif,69_4.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_5.tif,69_5.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_6.tif,69_6.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_7.tif,69_7.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_8.tif,69_8.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/69_9.tif,69_9.tif,Rift Valley,12,train,train/Rift Valley/6215.tif,2010-06-10 09:40:10 | 105000,train/Rift Valley/6215.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_1.tif,6_1.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_10.tif,6_10.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_2.tif,6_2.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_3.tif,6_3.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_4.tif,6_4.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_5.tif,6_5.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_6.tif,6_6.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_7.tif,6_7.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_8.tif,6_8.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/6_9.tif,6_9.tif,Rift Valley,12,train,train/Rift Valley/1154.tif,2010-06-10 09:40:06 | 105000,train/Rift Valley/1154.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/70_1.tif,70_1.tif,Rift Valley,12,train,train/Rift Valley/6218.tif,2010-06-10 09:40:09 | 150000,train/Rift Valley/6218.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/70_2.tif,70_2.tif,Rift Valley,12,train,train/Rift Valley/6218.tif,2010-06-10 09:40:09 | 150000,train/Rift Valley/6218.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/70_3.tif,70_3.tif,Rift Valley,12,train,train/Rift Valley/6218.tif,2010-06-10 09:40:09 | 150000,train/Rift Valley/6218.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/71_1.tif,71_1.tif,Rift Valley,12,train,train/Rift Valley/6219.tif,2010-06-10 09:40:18 | 105000,train/Rift Valley/6219.tif
/content/tem_virus_dataset_extracted/TEM virus dataset/context_virus_1nm_256x256/train/Rift Valley/71_10.tif,71_10.tif,Rift Valley,12,train,train/Rift Valley/6219.tif,2010-06-10 09:40:18 | 105000,train/Rift Valley/6219.tif
